2025-10-10 - INFO: - parser.prog: jgs_gmixup.py
2025-10-10 - INFO: - args:Namespace(data_path='.', dataset='IMDB-BINARY', model='GIN', epoch=100, batch_size=128, lr=0.01, num_hidden=64, gmixup='True', lam_range='[0.005, 0.01]', aug_ratio=0.2, aug_num=10, gnn='gin', seed=11314, log_screen='True', ge='USVT')
2025-10-10 - INFO: - runing device: cpu
2025-10-10 - DEBUG: - open file: /home/rbsogan/Documents/THESE/AIstat/JGS-graphon/experiments/IMDB-BINARY/IMDB-BINARY/processed/data.pt
2025-10-10 - INFO: - avg num nodes of training graphs: 19.87857142857143
2025-10-10 - INFO: - avg num edges of training graphs: 96.87285714285714
2025-10-10 - INFO: - avg density of training graphs: 0.2451499266180156
2025-10-10 - INFO: - median num nodes of training graphs: 17.0
2025-10-10 - INFO: - median num edges of training graphs: 130.0
2025-10-10 - INFO: - median density of training graphs: 0.44982698961937717
2025-10-10 - INFO: - label: [1. 0.], num_graphs:354
2025-10-10 - INFO: - aligned graph (17, 17)
2025-10-10 - INFO: - ge: USVT
2025-10-10 - INFO: - label: [0. 1.], num_graphs:346
2025-10-10 - INFO: - aligned graph (17, 17)
2025-10-10 - INFO: - ge: USVT
2025-10-10 - INFO: - graphon info: label:[1. 0.]; mean: 0.47844786219823093, shape, (5, 5)
2025-10-10 - INFO: - graphon info: label:[0. 1.]; mean: 0.40604275135512297, shape, (5, 5)
2025-10-10 - INFO: - lam: 0.008065379290030913
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.9919, 0.0081])
2025-10-10 - INFO: - lam: 0.0050625484394830585
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0051, 0.9949])
2025-10-10 - INFO: - lam: 0.005028952195632238
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.9950, 0.0050])
2025-10-10 - INFO: - lam: 0.008708156833589317
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0087, 0.9913])
2025-10-10 - INFO: - lam: 0.009531652941203311
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.9905, 0.0095])
2025-10-10 - INFO: - lam: 0.009228402383555125
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0092, 0.9908])
2025-10-10 - INFO: - lam: 0.005158020854242355
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.0052, 0.9948])
2025-10-10 - INFO: - lam: 0.007116285079609535
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.9929, 0.0071])
2025-10-10 - INFO: - lam: 0.007811637166142377
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.9922, 0.0078])
2025-10-10 - INFO: - lam: 0.009940500602145703
2025-10-10 - INFO: - num_sample: 14
2025-10-10 - INFO: - label: tensor([0.9901, 0.0099])
2025-10-10 - INFO: - avg num nodes of new graphs: 4.6571428571428575
2025-10-10 - INFO: - avg num edges of new graphs: 5.542857142857143
2025-10-10 - INFO: - avg density of new graphs: 0.2555609921336896
2025-10-10 - INFO: - median num nodes of new graphs: 5.0
2025-10-10 - INFO: - median num edges of new graphs: 11.0
2025-10-10 - INFO: - median density of new graphs: 0.44
2025-10-10 - INFO: - real aug ratio: 0.2
2025-10-10 - INFO: - num_features: torch.Size([5, 136])
2025-10-10 - INFO: - num_classes: torch.Size([2])
2025-10-10 - INFO: - train_dataset size: 840
2025-10-10 - INFO: - val_dataset size: 100
2025-10-10 - INFO: - test_dataset size: 200
/home/rbsogan/SIGL/venv/lib/python3.10/site-packages/torch_geometric/deprecation.py:26: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
2025-10-10 - INFO: - Epoch: 001, Train Loss: 0.685513, Val Loss: 0.636247, Test Loss: 0.607974,  Val Acc:  0.460000, Test Acc:  0.535000
2025-10-10 - INFO: - Epoch: 002, Train Loss: 0.620167, Val Loss: 0.648267, Test Loss: 0.591829,  Val Acc:  0.460000, Test Acc:  0.565000
2025-10-10 - INFO: - Epoch: 003, Train Loss: 0.570825, Val Loss: 0.776340, Test Loss: 0.629840,  Val Acc:  0.490000, Test Acc:  0.575000
2025-10-10 - INFO: - Epoch: 004, Train Loss: 0.592852, Val Loss: 0.700688, Test Loss: 0.555810,  Val Acc:  0.560000, Test Acc:  0.680000
2025-10-10 - INFO: - Epoch: 005, Train Loss: 0.561556, Val Loss: 0.693087, Test Loss: 0.515597,  Val Acc:  0.680000, Test Acc:  0.735000
2025-10-10 - INFO: - Epoch: 006, Train Loss: 0.550008, Val Loss: 0.820749, Test Loss: 0.591024,  Val Acc:  0.720000, Test Acc:  0.710000
2025-10-10 - INFO: - Epoch: 007, Train Loss: 0.522008, Val Loss: 0.652651, Test Loss: 0.550445,  Val Acc:  0.670000, Test Acc:  0.725000
2025-10-10 - INFO: - Epoch: 008, Train Loss: 0.551602, Val Loss: 0.705485, Test Loss: 0.527527,  Val Acc:  0.730000, Test Acc:  0.760000
2025-10-10 - INFO: - Epoch: 009, Train Loss: 0.542835, Val Loss: 0.810163, Test Loss: 0.646103,  Val Acc:  0.690000, Test Acc:  0.730000
2025-10-10 - INFO: - Epoch: 010, Train Loss: 0.530737, Val Loss: 0.647081, Test Loss: 0.535829,  Val Acc:  0.700000, Test Acc:  0.750000
2025-10-10 - INFO: - Epoch: 011, Train Loss: 0.512535, Val Loss: 0.540514, Test Loss: 0.501998,  Val Acc:  0.690000, Test Acc:  0.735000
2025-10-10 - INFO: - Epoch: 012, Train Loss: 0.515236, Val Loss: 0.621798, Test Loss: 0.619496,  Val Acc:  0.720000, Test Acc:  0.710000
2025-10-10 - INFO: - Epoch: 013, Train Loss: 0.514967, Val Loss: 0.585396, Test Loss: 0.594769,  Val Acc:  0.740000, Test Acc:  0.725000
2025-10-10 - INFO: - Epoch: 014, Train Loss: 0.511795, Val Loss: 0.601832, Test Loss: 0.558495,  Val Acc:  0.680000, Test Acc:  0.695000
2025-10-10 - INFO: - Epoch: 015, Train Loss: 0.497740, Val Loss: 0.585006, Test Loss: 0.540044,  Val Acc:  0.700000, Test Acc:  0.740000
2025-10-10 - INFO: - Epoch: 016, Train Loss: 0.471950, Val Loss: 0.731366, Test Loss: 0.630602,  Val Acc:  0.670000, Test Acc:  0.715000
2025-10-10 - INFO: - Epoch: 017, Train Loss: 0.462970, Val Loss: 0.559872, Test Loss: 0.583581,  Val Acc:  0.740000, Test Acc:  0.725000
2025-10-10 - INFO: - Epoch: 018, Train Loss: 0.500834, Val Loss: 0.507055, Test Loss: 0.535150,  Val Acc:  0.720000, Test Acc:  0.700000
2025-10-10 - INFO: - Epoch: 019, Train Loss: 0.475498, Val Loss: 0.569703, Test Loss: 0.582952,  Val Acc:  0.640000, Test Acc:  0.715000
2025-10-10 - INFO: - Epoch: 020, Train Loss: 0.461925, Val Loss: 0.559272, Test Loss: 0.593730,  Val Acc:  0.620000, Test Acc:  0.635000
2025-10-10 - INFO: - Epoch: 021, Train Loss: 0.482403, Val Loss: 0.590098, Test Loss: 0.613549,  Val Acc:  0.680000, Test Acc:  0.750000
2025-10-10 - INFO: - Epoch: 022, Train Loss: 0.453915, Val Loss: 0.755660, Test Loss: 0.672493,  Val Acc:  0.650000, Test Acc:  0.720000
2025-10-10 - INFO: - Epoch: 023, Train Loss: 0.470573, Val Loss: 0.667383, Test Loss: 0.650832,  Val Acc:  0.720000, Test Acc:  0.690000
2025-10-10 - INFO: - Epoch: 024, Train Loss: 0.513672, Val Loss: 0.596344, Test Loss: 0.590373,  Val Acc:  0.580000, Test Acc:  0.585000
2025-10-10 - INFO: - Epoch: 025, Train Loss: 0.518585, Val Loss: 0.536303, Test Loss: 0.510724,  Val Acc:  0.680000, Test Acc:  0.755000
